STATE,CITY,natural_disaster_score
CONNECTICUT,Bridgeport,6
CONNECTICUT,Bridgewater,6
CONNECTICUT,Bristol,11
CONNECTICUT,Broad Brook,10
CONNECTICUT,Brookfield Center,9
CONNECTICUT,Brooklyn,11
CONNECTICUT,Byram,11
CONNECTICUT,Canaan,7
CONNECTICUT,Candlewood Isle,12
CONNECTICUT,Candlewood Knolls,6
CONNECTICUT,Candlewood Lake Club,10
CONNECTICUT,Candlewood Orchards,9
CONNECTICUT,Candlewood Shores,11
CONNECTICUT,Cannondale,9
CONNECTICUT,Canton Valley,7
CONNECTICUT,Cheshire Village,10
CONNECTICUT,Chester Center,11
CONNECTICUT,Chimney Point,9
CONNECTICUT,Clinton,6
CONNECTICUT,Colchester,12
CONNECTICUT,Coleytown,7
CONNECTICUT,Collinsville,10
CONNECTICUT,Compo,7
CONNECTICUT,Conning Towers-Nautilus Park,6
CONNECTICUT,Cornwall,10
CONNECTICUT,Cornwall Bridge,7
CONNECTICUT,Cos Cob,8
CONNECTICUT,Coventry Lake,6
CONNECTICUT,Crystal Lake,6
CONNECTICUT,Danbury,6
CONNECTICUT,Daniels Farm,8
CONNECTICUT,Danielson,8
CONNECTICUT,Darien,9
CONNECTICUT,Darien Downtown,11
CONNECTICUT,Dayville,12
CONNECTICUT,Deep River Center,7
CONNECTICUT,Derby,9
CONNECTICUT,Dodgingtown,7
CONNECTICUT,Durham,12
CONNECTICUT,East Brooklyn,11
CONNECTICUT,East Hampton,8
CONNECTICUT,East Hartford,11
CONNECTICUT,East Haven,8
CONNECTICUT,East Village,12
CONNECTICUT,Essex Village,11
CONNECTICUT,Falls Village,9
CONNECTICUT,Fenwick,10
CONNECTICUT,Gales Ferry,9
CONNECTICUT,Gaylordsville,7
CONNECTICUT,Georgetown,9
CONNECTICUT,Glastonbury Center,12
CONNECTICUT,Glenville,6
CONNECTICUT,Greens Farms,7
CONNECTICUT,Greenwich,11
CONNECTICUT,Groton,7
CONNECTICUT,Groton Long Point,10
CONNECTICUT,Guilford Center,8
CONNECTICUT,Hartford,11
CONNECTICUT,Hawleyville,7
CONNECTICUT,Hazardville,11
CONNECTICUT,Heritage Village,11
CONNECTICUT,Higganum,11
CONNECTICUT,Indian Field,8
CONNECTICUT,Inglenook,12
CONNECTICUT,Jewett City,9
CONNECTICUT,Kellogg Point,11
CONNECTICUT,Kensington,6
CONNECTICUT,Knollcrest,12
CONNECTICUT,Lake Bungee,10
CONNECTICUT,Lake Chaffee,8
CONNECTICUT,Lake Pocotopaug,7
CONNECTICUT,Lakes East,8
CONNECTICUT,Lakes West,7
CONNECTICUT,Lakeside Woods,8
CONNECTICUT,Lakeville,7
CONNECTICUT,Litchfield,11
CONNECTICUT,Long Hill,9
CONNECTICUT,Lordship,7
CONNECTICUT,Madison Center,7
CONNECTICUT,Mamanasco Lake,6
CONNECTICUT,Manchester,7
CONNECTICUT,Mansfield Center,6
CONNECTICUT,Mashantucket,10
CONNECTICUT,Mechanicsville,11
CONNECTICUT,Meriden,6
CONNECTICUT,Middletown,9
CONNECTICUT,Milford,12
CONNECTICUT,Mill Plain,11
CONNECTICUT,Moodus,6
CONNECTICUT,Moosup,11
CONNECTICUT,Murray,11
CONNECTICUT,Mystic,11
CONNECTICUT,Naugatuck,10
CONNECTICUT,New Britain,9
CONNECTICUT,New Canaan,8
CONNECTICUT,New Hartford Center,8
CONNECTICUT,New Haven,6
CONNECTICUT,New London,11
CONNECTICUT,New Milford,6
CONNECTICUT,New Preston,10
CONNECTICUT,Newington,10
CONNECTICUT,Newtown,7
CONNECTICUT,Niantic,10
CONNECTICUT,Noank,7
CONNECTICUT,Norfolk,9
CONNECTICUT,Noroton,6
CONNECTICUT,Noroton Heights,12
CONNECTICUT,North Granby,9
CONNECTICUT,North Grosvenor Dale,10
CONNECTICUT,North Haven,9
CONNECTICUT,Northford,9
CONNECTICUT,Northwest Harwinton,9
CONNECTICUT,Norwalk,10
CONNECTICUT,Norwich,12
CONNECTICUT,Oakville,11
CONNECTICUT,Old Greenwich,9
CONNECTICUT,Old Hill,7
CONNECTICUT,Old Mystic,10
CONNECTICUT,Old Saybrook Center,9
CONNECTICUT,Orange,12
CONNECTICUT,Oronoque,11
CONNECTICUT,Oxoboxo River,10
CONNECTICUT,Pawcatuck,8
CONNECTICUT,Pemberwick,11
CONNECTICUT,Plainfield Village,7
CONNECTICUT,Plantsville,9
CONNECTICUT,Plattsville,12
CONNECTICUT,Pleasant Valley,8
CONNECTICUT,Poplar Plains,12
CONNECTICUT,Poquonock Bridge,8
CONNECTICUT,Portland,10
CONNECTICUT,Putnam,8
CONNECTICUT,Quasset Lake,7
CONNECTICUT,Quinebaug,7
CONNECTICUT,Redding Center,6
CONNECTICUT,Ridgebury,7
CONNECTICUT,Ridgefield,11
CONNECTICUT,Riverside,8
CONNECTICUT,Riverton,7
CONNECTICUT,Rock Ridge,10
CONNECTICUT,Rockville,12
CONNECTICUT,Route 7 Gateway,12
CONNECTICUT,Sail Harbor,6
CONNECTICUT,Salmon Brook,12
CONNECTICUT,Sandy Hook,8
CONNECTICUT,Saugatuck,6
CONNECTICUT,Saybrook Manor,8
CONNECTICUT,Sharon,10
CONNECTICUT,Shelton,6
CONNECTICUT,Sherman,9
CONNECTICUT,Sherwood Manor,11
CONNECTICUT,Simsbury Center,11
CONNECTICUT,Somers,8
CONNECTICUT,South Coventry,12
CONNECTICUT,South Wilton,9
CONNECTICUT,South Windham,6
CONNECTICUT,South Woodstock,9
CONNECTICUT,Southport,9
CONNECTICUT,Southwood Acres,12
CONNECTICUT,Stafford Springs,6
CONNECTICUT,Stamford,10
CONNECTICUT,Staples,12
CONNECTICUT,Stepney,9
CONNECTICUT,Stonington,9
CONNECTICUT,Storrs,10
CONNECTICUT,Stratford,9
CONNECTICUT,Stratford Downtown,9
CONNECTICUT,Suffield Depot,9
CONNECTICUT,Tariffville,11
CONNECTICUT,Tashua,12
CONNECTICUT,Taylor Corners,7
CONNECTICUT,Terramuggus,12
CONNECTICUT,Terryville,10
CONNECTICUT,Thomaston,9
CONNECTICUT,Thompsonville,12
CONNECTICUT,Tokeneke,11
CONNECTICUT,Topstone,10
CONNECTICUT,Torrington,8
CONNECTICUT,Trumbull,12
CONNECTICUT,Trumbull Center,8
CONNECTICUT,Wallingford Center,9
CONNECTICUT,Waterbury,11
CONNECTICUT,Waterford,11
CONNECTICUT,Watertown,12
CONNECTICUT,Wauregan,10
CONNECTICUT,Weatogue,10
CONNECTICUT,West Cornwall,11
CONNECTICUT,West Hartford,10
CONNECTICUT,West Haven,11
CONNECTICUT,West Mountain,12
CONNECTICUT,West Simsbury,7
CONNECTICUT,Westbrook Center,11
CONNECTICUT,Weston,8
CONNECTICUT,Westport,10
CONNECTICUT,Westport Village,11
CONNECTICUT,Wethersfield,11
CONNECTICUT,Willimantic,12
CONNECTICUT,Wilton Center,10
CONNECTICUT,Windsor Locks,7
CONNECTICUT,Winsted,12
CONNECTICUT,Witches Woods,7
CONNECTICUT,Woodbury Center,12
CONNECTICUT,Woodmont,10
DELAWARE,Arden,1
DELAWARE,Ardencroft,5
DELAWARE,Ardentown,5
DELAWARE,Bear,2
DELAWARE,Bellefonte,2
DELAWARE,Bowers,5
DELAWARE,Brookside,5
DELAWARE,Camden,5
DELAWARE,Cheswold,2
DELAWARE,Claymont,5
DELAWARE,Clayton,5
DELAWARE,Delaware City,4
DELAWARE,Dover,1
DELAWARE,Dover Base Housing,3
DELAWARE,Edgemoor,1
DELAWARE,Elsmere,4
DELAWARE,Farmington,3
DELAWARE,Felton,7
DELAWARE,Frederica,5
DELAWARE,Glasgow,4
DELAWARE,Greenville,7
DELAWARE,Harrington,5
DELAWARE,Hartly,2
DELAWARE,Highland Acres,6
DELAWARE,Hockessin,4
DELAWARE,Houston,2
DELAWARE,Kent Acres,4
DELAWARE,Kenton,4
DELAWARE,Leipsic,2
DELAWARE,Little Creek,3
DELAWARE,Magnolia,1
DELAWARE,Middletown,5
DELAWARE,New Castle,4
DELAWARE,Newark,5
DELAWARE,Newport,6
DELAWARE,North Star,2
DELAWARE,Odessa,5
DELAWARE,Pike Creek,2
DELAWARE,Pike Creek Valley,5
DELAWARE,Port Penn,1
DELAWARE,Rising Sun-Lebanon,1
DELAWARE,Riverview,1
DELAWARE,Rodney Village,1
DELAWARE,Smyrna,1
DELAWARE,St. Georges,1
DELAWARE,Townsend,2
DELAWARE,Viola,4
DELAWARE,Wilmington,5
DELAWARE,Wilmington Manor,1
DELAWARE,Woodside,2
DELAWARE,Woodside East,2
DELAWARE,Wyoming,2
FLORIDA,Acacia Villas,26
FLORIDA,Alachua,27
FLORIDA,Alafaya,26
FLORIDA,Allentown,25
FLORIDA,Altamonte Springs,29
FLORIDA,Altoona,24
FLORIDA,Alturas,25
FLORIDA,Alva,28
FLORIDA,Andrews,23
FLORIDA,Anna Maria,29
FLORIDA,Apollo Beach,23
FLORIDA,Apopka,26
FLORIDA,Arcadia,29
FLORIDA,Archer,27
FLORIDA,Aripeka,25
FLORIDA,Asbury Lake,27
FLORIDA,Astatula,26
FLORIDA,Astor,23
FLORIDA,Atlantic Beach,29
FLORIDA,Atlantis,27
FLORIDA,Auburndale,27
FLORIDA,Aucilla,23
FLORIDA,Avalon,29
FLORIDA,Ave Maria,25
FLORIDA,Aventura,23
FLORIDA,Avon Park,27
FLORIDA,Azalea Park,25
FLORIDA,Babson Park,25
FLORIDA,Bagdad,23
FLORIDA,Bal Harbour,27
FLORIDA,Baldwin,26
FLORIDA,Balm,27
FLORIDA,Bardmoor,24
FLORIDA,Bartow,29
FLORIDA,Bay Harbor Islands,28
FLORIDA,Bay Hill,26
FLORIDA,Bay Lake,25
FLORIDA,Bay Pines,26
FLORIDA,Bayonet Point,29
FLORIDA,Bayport,25
FLORIDA,Bayshore Gardens,29
FLORIDA,Beacon Square,25
FLORIDA,Bear Creek,26
FLORIDA,Bee Ridge,25
FLORIDA,Bell,25
FLORIDA,Bellair-Meadowbrook Terrace,24
FLORIDA,Belle Glade,27
FLORIDA,Belle Isle,27
FLORIDA,Belleair,28
FLORIDA,Belleair Beach,28
FLORIDA,Belleair Bluffs,24
FLORIDA,Belleair Shore,28
FLORIDA,Belleview,29
FLORIDA,Bellview,26
FLORIDA,Berkshire Lakes,23
FLORIDA,Berrydale,29
FLORIDA,Beverly Beach,23
FLORIDA,Beverly Hills,23
FLORIDA,Big Coppitt Key,24
FLORIDA,Big Pine Key,29
FLORIDA,Biscayne Park,24
FLORIDA,Bithlo,25
FLORIDA,Black Diamond,23
FLORIDA,Black Hammock,26
FLORIDA,Bloomingdale,28
FLORIDA,Boca Raton,26
FLORIDA,Bokeelia,28
FLORIDA,Bonita Springs,23
FLORIDA,Boulevard Gardens,23
FLORIDA,Bowling Green,23
FLORIDA,Boynton Beach,24
FLORIDA,Bradenton,29
FLORIDA,Bradenton Beach,28
FLORIDA,Bradfordville,29
FLORIDA,Bradley Junction,24
FLORIDA,Brandon,24
FLORIDA,Brent,27
FLORIDA,Briny Breezes,26
FLORIDA,Broadview Park,26
FLORIDA,Bronson,25
FLORIDA,Brookridge,24
FLORIDA,Brooksville,28
FLORIDA,Brownsdale,27
FLORIDA,Brownsville,27
FLORIDA,Buckingham,29
FLORIDA,Buenaventura Lakes,26
FLORIDA,Bunnell,24
FLORIDA,Burnt Store Marina,25
FLORIDA,Bushnell,24
FLORIDA,Butler Beach,29
FLORIDA,Cabana Colony,23
FLORIDA,Callahan,24
FLORIDA,Callaway,29
FLORIDA,Campbell,23
FLORIDA,Canal Point,23
FLORIDA,Cape Canaveral,25
FLORIDA,Cape Coral,28
FLORIDA,Capitola,26
FLORIDA,Captiva,24
FLORIDA,Carrollwood,23
FLORIDA,Casselberry,24
FLORIDA,Cedar Grove,28
FLORIDA,Cedar Key,26
FLORIDA,Celebration,28
FLORIDA,Center Hill,26
FLORIDA,Century,27
FLORIDA,Chaires,26
FLORIDA,Charleston Park,25
FLORIDA,Charlotte Harbor,28
FLORIDA,Charlotte Park,23
FLORIDA,Chattahoochee,27
FLORIDA,Cheval,25
FLORIDA,Chiefland,24
FLORIDA,Chokoloskee,28
FLORIDA,Christmas,29
FLORIDA,Chuluota,29
FLORIDA,Chumuckla,23
FLORIDA,Cinco Bayou,26
FLORIDA,Citrus Hills,23
FLORIDA,Citrus Park,29
FLORIDA,Citrus Springs,24
FLORIDA,Clarcona,27
FLORIDA,Clearwater,27
FLORIDA,Clermont,28
FLORIDA,Cleveland,27
FLORIDA,Clewiston,28
FLORIDA,Cloud Lake,28
FLORIDA,Cobbtown,28
FLORIDA,Cocoa,29
FLORIDA,Cocoa Beach,29
FLORIDA,Cocoa West,26
FLORIDA,Coconut Creek,25
FLORIDA,Coleman,28
FLORIDA,Combee Settlement,28
FLORIDA,Connerton,25
FLORIDA,Conway,23
FLORIDA,Cooper City,28
FLORIDA,Coral Gables,26
FLORIDA,Coral Springs,27
FLORIDA,Coral Terrace,27
FLORIDA,Cortez,24
FLORIDA,Country Club,24
FLORIDA,Country Walk,27
FLORIDA,Crawfordville,27
FLORIDA,Crescent Beach,29
FLORIDA,Crescent City,26
FLORIDA,Crestview,25
FLORIDA,Crooked Lake Park,24
FLORIDA,Crystal Lake,29
FLORIDA,Crystal River,29
FLORIDA,Crystal Springs,25
FLORIDA,Cudjoe Key,29
FLORIDA,Cutler Bay,26
FLORIDA,Cypress Gardens,27
FLORIDA,Cypress Lake,28
FLORIDA,Cypress Quarters,25
FLORIDA,Dade City,27
FLORIDA,Dade City North,27
FLORIDA,Dania Beach,23
FLORIDA,Davenport,25
FLORIDA,Davie,29
FLORIDA,Daytona Beach,28
FLORIDA,Daytona Beach Shores,25
FLORIDA,De Funiak Springs,29
FLORIDA,De Leon Springs,27
FLORIDA,Debary,28
FLORIDA,Deerfield Beach,29
FLORIDA,Defuniak Springs,26
FLORIDA,Deland,29
FLORIDA,Deland Southwest,23
FLORIDA,Delray Beach,27
FLORIDA,Deltona,29
FLORIDA,Desoto Acres,24
FLORIDA,Desoto Lakes,24
FLORIDA,Destin,23
FLORIDA,Dickerson City,26
FLORIDA,Dixonville,27
FLORIDA,Doctor Phillips,25
FLORIDA,Doral,23
FLORIDA,Dover,26
FLORIDA,Duck Key,25
FLORIDA,Dundee,24
FLORIDA,Dunedin,24
FLORIDA,Dunnellon,25
FLORIDA,Eagle Lake,23
FLORIDA,East Bronson,24
FLORIDA,East Lake,27
FLORIDA,East Lake-Orient Park,28
FLORIDA,East Milton,29
FLORIDA,East Palatka,25
FLORIDA,East Williston,25
FLORIDA,Eatonville,24
FLORIDA,Edgewater,23
FLORIDA,Edgewood,27
FLORIDA,Eglin Afb,23
FLORIDA,Egypt Lake-Leto,26
FLORIDA,El Portal,26
FLORIDA,Elfers,28
FLORIDA,Ellenton,24
FLORIDA,Englewood,24
FLORIDA,Ensley,24
FLORIDA,Estero,28
FLORIDA,Eustis,26
FLORIDA,Everglades,23
FLORIDA,Fairview Shores,28
FLORIDA,Fanning Springs,28
FLORIDA,Feather Sound,23
FLORIDA,Fellsmere,24
FLORIDA,Fern Park,27
FLORIDA,Fernandina Beach,23
FLORIDA,Ferndale,26
FLORIDA,Ferry Pass,25
FLORIDA,Fidelis,25
FLORIDA,Fish Hawk,29
FLORIDA,Fisher Island,29
FLORIDA,Five Points,28
FLORIDA,Flagler Beach,25
FLORIDA,Flagler Estates,27
FLORIDA,Fleming Island,24
FLORIDA,Floral City,26
FLORIDA,Florida City,29
FLORIDA,Florida Gulf Coast University,27
FLORIDA,Florida Ridge,26
FLORIDA,Floridatown,26
FLORIDA,Forest City,24
FLORIDA,Fort Braden,28
FLORIDA,Fort Denaud,25
FLORIDA,Fort Green,24
FLORIDA,Fort Green Springs,27
FLORIDA,Fort Lauderdale,28
FLORIDA,Fort Meade,27
FLORIDA,Fort Myers,28
FLORIDA,Fort Myers Beach,29
FLORIDA,Fort Myers Shores,27
FLORIDA,Fort Pierce,24
FLORIDA,Fort Pierce North,28
FLORIDA,Fort Pierce South,28
FLORIDA,Fort Walton Beach,26
FLORIDA,Fort White,26
FLORIDA,Fountainebleau,23
FLORIDA,Four Corners,27
FLORIDA,Franklin Park,26
FLORIDA,Freeport,23
FLORIDA,Frostproof,29
FLORIDA,Fruit Cove,29
FLORIDA,Fruitland Park,26
FLORIDA,Fruitville,27
FLORIDA,Fuller Heights,28
FLORIDA,Fussels Corner,25
FLORIDA,Gainesville,27
FLORIDA,Garcon Point,24
FLORIDA,Garden Grove,29
FLORIDA,Gardner,26
FLORIDA,Gateway,26
FLORIDA,Geneva,28
FLORIDA,Gibsonton,24
FLORIDA,Gifford,28
FLORIDA,Gladeview,24
FLORIDA,Glen Ridge,25
FLORIDA,Glen St. Mary,29
FLORIDA,Glencoe,26
FLORIDA,Glenvar Heights,26
FLORIDA,Golden Beach,25
FLORIDA,Golden Gate,23
FLORIDA,Golden Glades,29
FLORIDA,Goldenrod,28
FLORIDA,Golf,25
FLORIDA,Gonzalez,28
FLORIDA,Goodland,27
FLORIDA,Gotha,26
FLORIDA,Goulding,28
FLORIDA,Goulds,24
FLORIDA,Grant-Valkaria,28
FLORIDA,Green Cove Springs,27
FLORIDA,Greenacres,29
FLORIDA,Greenbriar,26
FLORIDA,Greensboro,25
FLORIDA,Grenelefe,27
FLORIDA,Gretna,26
FLORIDA,Grove City,28
FLORIDA,Groveland,29
FLORIDA,Gulf Breeze,23
FLORIDA,Gulf Gate,29
FLORIDA,Gulf Gate Estates,23
FLORIDA,Gulf Stream,24
FLORIDA,Gulfport,29
FLORIDA,Gun Club Estates,26
FLORIDA,Haines City,23
FLORIDA,Hallandale Beach,25
FLORIDA,Harbor Bluffs,26
FLORIDA,Harbour Heights,25
FLORIDA,Harlem,29
FLORIDA,Harlem Heights,25
FLORIDA,Harold,23
FLORIDA,Hastings,26
FLORIDA,Havana,28
FLORIDA,Haverhill,27
FLORIDA,Hawthorne,23
FLORIDA,Heathrow,23
FLORIDA,Heritage Bay,28
FLORIDA,Heritage Pines,26
FLORIDA,Hernando,26
FLORIDA,Hernando Beach,29
FLORIDA,Hialeah,25
FLORIDA,Hialeah Gardens,29
FLORIDA,High Point,28
FLORIDA,High Springs,29
FLORIDA,Highland Beach,28
FLORIDA,Highland City,26
FLORIDA,Highland Park,25
FLORIDA,Hill 'N Dale,29
FLORIDA,Hillcrest Heights,23
FLORIDA,Hilliard,24
FLORIDA,Hillsboro Beach,27
FLORIDA,Hillsboro Pines,23
FLORIDA,Hobe Sound,26
FLORIDA,Holden Heights,27
FLORIDA,Holiday,24
FLORIDA,Holley,24
FLORIDA,Holly Hill,25
FLORIDA,Hollywood,27
FLORIDA,Holmes Beach,25
FLORIDA,Homeland,23
FLORIDA,Homestead,28
FLORIDA,Homosassa,28
FLORIDA,Homosassa Springs,28
FLORIDA,Horizon West,27
FLORIDA,Howey-In-The-Hills,28
FLORIDA,Hudson,23
FLORIDA,Hunters Creek,25
FLORIDA,Hutchinson Island South,27
FLORIDA,Hypoluxo,25
FLORIDA,Immokalee,27
FLORIDA,Indialantic,25
FLORIDA,Indian Creek,24
FLORIDA,Indian Harbour Beach,25
FLORIDA,Indian Lake Estates,28
FLORIDA,Indian River Estates,24
FLORIDA,Indian River Shores,25
FLORIDA,Indian Rocks Beach,27
FLORIDA,Indian Shores,27
FLORIDA,Indiantown,27
FLORIDA,Inglis,26
FLORIDA,Interlachen,23
FLORIDA,Inverness,27
FLORIDA,Inverness Highlands North,24
FLORIDA,Inverness Highlands South,27
FLORIDA,Inwood,26
FLORIDA,Iona,28
FLORIDA,Islamorada,24
FLORIDA,Island Walk,26
FLORIDA,Istachatta,28
FLORIDA,Ives Estates,29
FLORIDA,Jacksonville,29
FLORIDA,Jacksonville Beach,24
FLORIDA,Jan Phyl Village,25
FLORIDA,Jasmine Estates,23
FLORIDA,Jay,23
FLORIDA,Jensen Beach,26
FLORIDA,June Park,28
FLORIDA,Juno Beach,23
FLORIDA,Juno Ridge,28
FLORIDA,Jupiter,28
FLORIDA,Jupiter Farms,26
FLORIDA,Jupiter Inlet Colony,26
FLORIDA,Jupiter Island,26
FLORIDA,Kathleen,23
FLORIDA,Kendale Lakes,29
FLORIDA,Kendall,26
FLORIDA,Kendall West,23
FLORIDA,Kenneth City,26
FLORIDA,Kensington Park,27
FLORIDA,Kenwood Estates,28
FLORIDA,Key Biscayne,26
FLORIDA,Key Colony Beach,24
FLORIDA,Key Largo,28
FLORIDA,Key Vista,28
FLORIDA,Key West,26
FLORIDA,Keystone,29
FLORIDA,Keystone Heights,25
FLORIDA,Kissimmee,29
FLORIDA,La Crosse,26
FLORIDA,Labelle,28
FLORIDA,Lacoochee,24
FLORIDA,Lady Lake,28
FLORIDA,Laguna Beach,29
FLORIDA,Lake Alfred,24
FLORIDA,Lake Belvedere Estates,23
FLORIDA,Lake Buena Vista,27
FLORIDA,Lake Butler,28
FLORIDA,Lake City,26
FLORIDA,Lake Clarke Shores,23
FLORIDA,Lake Hamilton,27
FLORIDA,Lake Harbor,26
FLORIDA,Lake Hart,25
FLORIDA,Lake Helen,26
FLORIDA,Lake Kathryn,24
FLORIDA,Lake Kerr,24
FLORIDA,Lake Lindsey,25
FLORIDA,Lake Lorraine,23
FLORIDA,Lake Mack-Forest Hills,27
FLORIDA,Lake Magdalene,26
FLORIDA,Lake Mary,24
FLORIDA,Lake Mary Jane,23
FLORIDA,Lake Panasoffkee,25
FLORIDA,Lake Park,29
FLORIDA,Lake Placid,28
FLORIDA,Lake Sarasota,29
FLORIDA,Lake Wales,29
FLORIDA,Lake Worth,24
FLORIDA,Lake Worth Beach,25
FLORIDA,Lakeland,26
FLORIDA,Lakeland Highlands,29
FLORIDA,Lakeside,29
FLORIDA,Lakewood Gardens,27
FLORIDA,Lakewood Park,24
FLORIDA,Lakewood Ranch,24
FLORIDA,Lamont,26
FLORIDA,Land O'Lakes,28
FLORIDA,Lantana,23
FLORIDA,Largo,27
FLORIDA,Lauderdale Lakes,24
FLORIDA,Lauderdale-By-The-Sea,27
FLORIDA,Lauderhill,24
FLORIDA,Laurel,27
FLORIDA,Laurel Hill,25
FLORIDA,Layton,29
FLORIDA,Lazy Lake,24
FLORIDA,Lealman,27
FLORIDA,Lecanto,23
FLORIDA,Leesburg,25
FLORIDA,Lehigh Acres,25
FLORIDA,Leisure City,23
FLORIDA,Lely,27
FLORIDA,Lely Resort,26
FLORIDA,Lemon Grove,23
FLORIDA,Liberty Triangle,27
FLORIDA,Lighthouse Point,23
FLORIDA,Limestone,23
FLORIDA,Limestone Creek,24
FLORIDA,Lisbon,27
FLORIDA,Lloyd,26
FLORIDA,Lochmoor Waterway Estates,29
FLORIDA,Lockhart,24
FLORIDA,Longboat Key,23
FLORIDA,Longwood,29
FLORIDA,Loughman,28
FLORIDA,Lower Grand Lagoon,29
FLORIDA,Loxahatchee Groves,23
FLORIDA,Lutz,23
FLORIDA,Lynn Haven,27
FLORIDA,Macclenny,27
FLORIDA,Madeira Beach,24
FLORIDA,Maitland,26
FLORIDA,Malabar,24
FLORIDA,Manalapan,25
FLORIDA,Manasota Key,23
FLORIDA,Manatee Road,29
FLORIDA,Mango,28
FLORIDA,Mangonia Park,23
FLORIDA,Marathon,23
FLORIDA,Marco Island,24
FLORIDA,Marco Shores-Hammock Bay,28
FLORIDA,Margate,28
FLORIDA,Marion Oaks,28
FLORIDA,Mary Esther,24
FLORIDA,Masaryktown,23
FLORIDA,Mascotte,24
FLORIDA,Matlacha,27
FLORIDA,Matlacha Isles-Matlacha Shores,27
FLORIDA,Mcgregor,24
FLORIDA,Mcintosh,28
FLORIDA,Meadow Oaks,23
FLORIDA,Meadow Woods,24
FLORIDA,Medley,24
FLORIDA,Medulla,24
FLORIDA,Melbourne,25
FLORIDA,Melbourne Beach,27
FLORIDA,Melbourne Village,29
FLORIDA,Memphis,28
FLORIDA,Merritt Island,26
FLORIDA,Mexico Beach,29
FLORIDA,Miami,28
FLORIDA,Miami Beach,26
FLORIDA,Miami Gardens,25
FLORIDA,Miami Lakes,24
FLORIDA,Miami Shores,25
FLORIDA,Miami Springs,25
FLORIDA,Micanopy,29
FLORIDA,Micco,23
FLORIDA,Miccosukee,29
FLORIDA,Middleburg,27
FLORIDA,Midway,26
FLORIDA,Milton,24
FLORIDA,Mims,29
FLORIDA,Minneola,26
FLORIDA,Miramar,28
FLORIDA,Miramar Beach,26
FLORIDA,Molino,28
FLORIDA,Monticello,29
FLORIDA,Montura,27
FLORIDA,Montverde,29
FLORIDA,Moon Lake,28
FLORIDA,Morriston,26
FLORIDA,Mount Carmel,26
FLORIDA,Mount Dora,28
FLORIDA,Mount Plymouth,25
FLORIDA,Mulat,27
FLORIDA,Mulberry,23
FLORIDA,Munson,24
FLORIDA,Myrtle Grove,26
FLORIDA,Naples,24
FLORIDA,Naples Manor,23
FLORIDA,Naples Park,29
FLORIDA,Naranja,24
FLORIDA,Nassau Village-Ratliff,23
FLORIDA,Navarre,28
FLORIDA,Navarre Beach,25
FLORIDA,Neptune Beach,26
FLORIDA,New Port Richey,23
FLORIDA,New Port Richey East,24
FLORIDA,New Smyrna Beach,26
FLORIDA,Newberry,25
FLORIDA,Niceville,28
FLORIDA,Nobleton,29
FLORIDA,Nocatee,26
FLORIDA,Nokomis,29
FLORIDA,North Bay Village,23
FLORIDA,North Brooksville,25
FLORIDA,North Deland,24
FLORIDA,North Fort Myers,25
FLORIDA,North Key Largo,25
FLORIDA,North Lauderdale,27
FLORIDA,North Merritt Island,25
FLORIDA,North Miami,25
FLORIDA,North Miami Beach,26
FLORIDA,North Palm Beach,24
FLORIDA,North Port,26
FLORIDA,North Redington Beach,26
FLORIDA,North River Shores,23
FLORIDA,North Sarasota,26
FLORIDA,North Weeki Wachee,27
FLORIDA,Northdale,27
FLORIDA,Oak Hill,29
FLORIDA,Oak Ridge,23
FLORIDA,Oakland,29
FLORIDA,Oakland Park,29
FLORIDA,Oakleaf Plantation,28
FLORIDA,Ocala,24
FLORIDA,Ocala Estates,24
FLORIDA,Ocean Breeze,26
FLORIDA,Ocean Breeze Park,26
FLORIDA,Ocean City,28
FLORIDA,Ocean Ridge,26
FLORIDA,Ocklawaha,24
FLORIDA,Ocoee,29
FLORIDA,Odessa,25
FLORIDA,Ojus,27
FLORIDA,Okahumpka,25
FLORIDA,Okeechobee,25
FLORIDA,Old Miakka,24
FLORIDA,Oldsmar,25
FLORIDA,Olga,28
FLORIDA,Olympia Heights,23
FLORIDA,On Top Of The World,26
FLORIDA,Ona,23
FLORIDA,Opa-Locka,29
FLORIDA,Orange City,27
FLORIDA,Orange Park,26
FLORIDA,Orangetree,25
FLORIDA,Orchid,27
FLORIDA,Oriole Beach,26
FLORIDA,Orlando,28
FLORIDA,Orlovista,28
FLORIDA,Ormond Beach,28
FLORIDA,Ormond-By-The-Sea,28
FLORIDA,Osprey,25
FLORIDA,Otter Creek,23
FLORIDA,Oviedo,26
FLORIDA,Pace,25
FLORIDA,Page Park,28
FLORIDA,Pahokee,29
FLORIDA,Paisley,23
FLORIDA,Palatka,29
FLORIDA,Palm Bay,27
FLORIDA,Palm Beach,29
FLORIDA,Palm Beach Gardens,27
FLORIDA,Palm Beach Shores,27
FLORIDA,Palm City,28
FLORIDA,Palm Coast,27
FLORIDA,Palm Harbor,24
FLORIDA,Palm River-Clair Mel,26
FLORIDA,Palm Shores,26
FLORIDA,Palm Springs,28
FLORIDA,Palm Springs North,24
FLORIDA,Palm Valley,29
FLORIDA,Palmer Ranch,25
FLORIDA,Palmetto,29
FLORIDA,Palmetto Bay,25
FLORIDA,Palmetto Estates,27
FLORIDA,Palmona Park,23
FLORIDA,Panacea,25
FLORIDA,Panama City,23
FLORIDA,Panama City Beach,26
